Days Since Servicing,Warranty Status,Days Since Purchase,Company,Status
370.0,True,653.0,4,Service required soon
551.0,False,854.0,3,Delay for servicing
314.0,False,662.0,2,Service required soon
336.0,True,886.0,4,Urgent Servicing Required
161.0,False,853.0,1,Urgent Servicing Required
310.0,False,529.0,1,No servicing required
600.0,True,612.0,4,Service required soon
473.0,True,474.0,1,No servicing required
97.0,False,895.0,3,Urgent Servicing Required
667.0,True,889.0,1,Urgent Servicing Required
283.0,True,639.0,3,No servicing required
562.0,True,901.0,3,Urgent Servicing Required
32.0,True,979.0,4,Urgent Servicing Required
199.0,False,344.0,3,No servicing required
260.0,False,374.0,2,No servicing required
481.0,True,724.0,3,Service required soon
609.0,False,696.0,4,Urgent Servicing Required
238.0,True,777.0,1,Service required soon
97.0,False,727.0,4,Service required soon
790.0,False,810.0,3,Delay for servicing
108.0,True,568.0,2,No servicing required
747.0,True,942.0,3,Delay for servicing
241.0,False,314.0,2,No servicing required
569.0,True,757.0,4,Urgent Servicing Required
32.0,True,360.0,2,Perfect
530.0,True,986.0,1,Urgent Servicing Required
172.0,False,904.0,1,Urgent Servicing Required
113.0,True,495.0,1,No servicing required
8.0,True,966.0,3,Urgent Servicing Required
370.0,True,429.0,4,No servicing required
48.0,False,191.0,1,Perfect
388.0,True,479.0,3,No servicing required
506.0,True,798.0,3,Service required soon
581.0,True,977.0,2,Delay for servicing
277.0,False,356.0,4,No servicing required
171.0,False,873.0,2,Urgent Servicing Required
186.0,False,308.0,3,No servicing required
30.0,True,787.0,2,No servicing required
102.0,True,646.0,2,No servicing required
284.0,True,894.0,4,Urgent Servicing Required
650.0,True,823.0,2,Urgent Servicing Required
52.0,True,691.0,1,No servicing required
251.0,True,748.0,2,No servicing required
379.0,True,936.0,3,Urgent Servicing Required
208.0,True,826.0,3,Service required soon
216.0,False,980.0,3,Delay for servicing
282.0,True,573.0,1,No servicing required
84.0,True,956.0,4,Urgent Servicing Required
621.0,False,801.0,2,Delay for servicing
222.0,False,546.0,1,No servicing required
269.0,True,631.0,2,No servicing required
42.0,True,225.0,3,Perfect
84.0,False,382.0,3,No servicing required
299.0,False,665.0,4,Service required soon
507.0,True,615.0,1,No servicing required
214.0,False,585.0,2,No servicing required
143.0,False,320.0,3,No servicing required
2.0,True,431.0,3,Perfect
102.0,True,621.0,3,No servicing required
35.0,True,463.0,1,Perfect
331.0,True,937.0,1,Urgent Servicing Required
137.0,True,362.0,4,Perfect
181.0,True,660.0,4,No servicing required
462.0,True,902.0,4,Urgent Servicing Required
173.0,True,580.0,1,No servicing required
518.0,True,952.0,1,Urgent Servicing Required
297.0,True,541.0,1,No servicing required
203.0,True,947.0,3,Urgent Servicing Required
245.0,True,556.0,3,No servicing required
341.0,False,513.0,1,No servicing required
77.0,True,409.0,3,No servicing required
847.0,False,904.0,4,Ground
388.0,True,671.0,3,No servicing required
749.0,False,906.0,3,Delay for servicing
92.0,False,451.0,1,No servicing required
790.0,False,930.0,3,Ground
153.0,True,496.0,1,No servicing required
598.0,True,681.0,3,Service required soon
237.0,True,249.0,2,Perfect
353.0,True,738.0,1,No servicing required
303.0,True,485.0,4,No servicing required
84.0,True,279.0,4,Perfect
77.0,True,385.0,4,Perfect
345.0,True,573.0,1,No servicing required
142.0,False,769.0,1,Service required soon
97.0,True,953.0,2,Urgent Servicing Required
687.0,True,847.0,1,Urgent Servicing Required
51.0,False,757.0,1,Service required soon
902.0,True,988.0,3,Delay for servicing
734.0,False,766.0,2,Urgent Servicing Required
110.0,True,943.0,4,Urgent Servicing Required
155.0,False,493.0,4,No servicing required
256.0,False,797.0,3,Urgent Servicing Required
794.0,True,806.0,4,Urgent Servicing Required
266.0,True,929.0,4,Urgent Servicing Required
721.0,False,726.0,2,Urgent Servicing Required
46.0,True,87.0,4,Perfect
585.0,True,598.0,3,No servicing required
736.0,False,757.0,2,Urgent Servicing Required
485.0,False,991.0,3,Delay for servicing
137.0,False,518.0,4,No servicing required
42.0,True,668.0,2,No servicing required
213.0,True,983.0,2,Urgent Servicing Required
15.0,True,327.0,1,Perfect
424.0,True,702.0,1,No servicing required
195.0,True,508.0,2,No servicing required
263.0,True,571.0,1,No servicing required
526.0,True,962.0,3,Delay for servicing
534.0,True,551.0,1,No servicing required
416.0,True,956.0,3,Delay for servicing
267.0,False,313.0,2,No servicing required
889.0,True,937.0,2,Delay for servicing
563.0,True,683.0,3,Service required soon
2.0,True,66.0,1,Perfect
531.0,False,777.0,2,Urgent Servicing Required
14.0,True,846.0,2,Service required soon
329.0,False,565.0,4,Service required soon
648.0,False,722.0,4,Urgent Servicing Required
228.0,True,605.0,1,No servicing required
403.0,True,983.0,1,Urgent Servicing Required
351.0,False,480.0,1,No servicing required
417.0,True,999.0,2,Urgent Servicing Required
55.0,False,382.0,4,No servicing required
199.0,False,238.0,1,Perfect
766.0,True,832.0,3,Urgent Servicing Required
608.0,True,883.0,3,Urgent Servicing Required
438.0,True,619.0,4,No servicing required
614.0,True,788.0,3,Service required soon
537.0,True,861.0,2,Urgent Servicing Required
794.0,False,894.0,2,Delay for servicing
746.0,True,828.0,3,Urgent Servicing Required
138.0,False,549.0,4,No servicing required
493.0,True,673.0,3,Service required soon
216.0,False,845.0,3,Urgent Servicing Required
64.0,True,915.0,2,Service required soon
629.0,True,649.0,4,Service required soon
162.0,False,450.0,4,No servicing required
213.0,True,414.0,4,No servicing required
121.0,True,167.0,4,Perfect
434.0,False,850.0,4,Delay for servicing
764.0,True,877.0,2,Urgent Servicing Required
47.0,True,538.0,3,No servicing required
435.0,False,827.0,3,Urgent Servicing Required
360.0,False,549.0,2,No servicing required
77.0,True,932.0,2,Service required soon
224.0,False,439.0,1,No servicing required
226.0,True,845.0,4,Service required soon
84.0,True,162.0,2,Perfect
239.0,True,759.0,4,Service required soon
56.0,True,810.0,1,Service required soon
385.0,True,557.0,3,No servicing required
108.0,False,370.0,2,No servicing required
828.0,True,885.0,1,Urgent Servicing Required
429.0,True,971.0,1,Urgent Servicing Required
110.0,True,884.0,3,Service required soon
92.0,True,664.0,4,No servicing required
549.0,True,571.0,4,No servicing required
295.0,True,534.0,2,No servicing required
164.0,True,647.0,3,No servicing required
109.0,False,297.0,3,Perfect
451.0,True,471.0,4,No servicing required
157.0,True,412.0,3,No servicing required
144.0,True,439.0,3,No servicing required
23.0,True,679.0,2,No servicing required
179.0,True,962.0,3,Urgent Servicing Required
502.0,False,925.0,1,Delay for servicing
323.0,True,562.0,2,No servicing required
430.0,True,913.0,1,Urgent Servicing Required
325.0,False,764.0,2,Urgent Servicing Required
17.0,True,649.0,1,No servicing required
182.0,True,573.0,3,No servicing required
36.0,False,645.0,1,No servicing required
24.0,True,968.0,2,Urgent Servicing Required
693.0,True,751.0,1,Service required soon
300.0,True,766.0,3,Service required soon
199.0,True,786.0,4,Service required soon
144.0,True,244.0,2,Perfect
260.0,False,398.0,4,No servicing required
43.0,True,723.0,1,No servicing required
341.0,True,688.0,4,No servicing required
725.0,True,957.0,3,Delay for servicing
115.0,True,702.0,3,No servicing required
451.0,True,497.0,2,No servicing required
63.0,True,459.0,3,No servicing required
293.0,False,416.0,3,No servicing required
574.0,True,596.0,2,No servicing required
259.0,True,344.0,3,Perfect
388.0,True,773.0,1,Service required soon
199.0,True,741.0,3,No servicing required
336.0,True,581.0,1,No servicing required
142.0,False,292.0,1,Perfect
276.0,True,504.0,1,No servicing required
133.0,True,470.0,2,No servicing required
88.0,True,885.0,1,Service required soon
100.0,False,704.0,1,Service required soon
495.0,True,882.0,2,Urgent Servicing Required
359.0,True,848.0,4,Urgent Servicing Required
241.0,True,413.0,2,No servicing required
533.0,True,576.0,1,No servicing required
498.0,False,530.0,3,No servicing required
302.0,False,656.0,4,Service required soon
549.0,False,944.0,4,Delay for servicing
529.0,True,561.0,3,No servicing required
755.0,False,841.0,2,Delay for servicing
482.0,True,901.0,2,Urgent Servicing Required
158.0,True,419.0,3,No servicing required
111.0,True,926.0,1,Service required soon
465.0,False,992.0,4,Ground
221.0,False,375.0,1,No servicing required
275.0,False,998.0,4,Delay for servicing
727.0,True,748.0,2,Service required soon
578.0,True,785.0,2,Service required soon
582.0,False,585.0,2,Service required soon
478.0,False,620.0,3,Service required soon
624.0,True,954.0,4,Delay for servicing
602.0,True,771.0,1,Service required soon
193.0,True,987.0,4,Urgent Servicing Required
687.0,False,727.0,3,Urgent Servicing Required
661.0,True,952.0,3,Delay for servicing
267.0,True,780.0,2,Service required soon
100.0,True,863.0,4,Service required soon
841.0,True,952.0,4,Delay for servicing
566.0,False,791.0,1,Urgent Servicing Required
113.0,True,397.0,4,Perfect
29.0,True,806.0,2,Service required soon
302.0,True,815.0,1,Service required soon
277.0,True,545.0,1,No servicing required
666.0,False,894.0,4,Delay for servicing
95.0,True,400.0,1,Perfect
382.0,True,640.0,4,No servicing required
87.0,False,647.0,3,No servicing required
47.0,True,417.0,4,No servicing required
361.0,False,672.0,3,Service required soon
455.0,False,926.0,2,Delay for servicing
29.0,True,607.0,4,No servicing required
419.0,False,721.0,1,Service required soon
528.0,True,697.0,2,No servicing required
241.0,True,266.0,1,Perfect
533.0,True,951.0,2,Urgent Servicing Required
353.0,True,389.0,3,No servicing required
636.0,False,942.0,1,Delay for servicing
175.0,True,477.0,2,No servicing required
644.0,True,745.0,2,Service required soon
242.0,False,345.0,2,No servicing required
420.0,False,898.0,3,Delay for servicing
198.0,True,345.0,3,Perfect
420.0,True,434.0,1,No servicing required
159.0,True,870.0,1,Service required soon
72.0,True,751.0,3,Service required soon
75.0,True,916.0,1,Service required soon
109.0,False,122.0,3,Perfect
594.0,True,864.0,3,Urgent Servicing Required
90.0,True,152.0,2,Perfect
116.0,True,396.0,4,Perfect
135.0,True,743.0,3,No servicing required
434.0,True,566.0,3,No servicing required
759.0,True,850.0,1,Urgent Servicing Required
486.0,False,658.0,2,Service required soon
113.0,False,610.0,1,No servicing required
734.0,True,949.0,3,Delay for servicing
272.0,False,879.0,4,Delay for servicing
258.0,False,810.0,4,Urgent Servicing Required
753.0,True,761.0,1,Service required soon
276.0,False,645.0,1,No servicing required
439.0,True,641.0,4,No servicing required
513.0,True,733.0,3,Service required soon
188.0,False,386.0,2,No servicing required
138.0,False,861.0,4,Urgent Servicing Required
247.0,True,691.0,4,No servicing required
86.0,True,437.0,2,Perfect
171.0,False,913.0,3,Delay for servicing
30.0,True,651.0,1,No servicing required
31.0,True,44.0,1,Perfect
117.0,True,828.0,1,Service required soon
305.0,True,719.0,2,No servicing required
536.0,False,986.0,1,Delay for servicing
767.0,False,905.0,1,Delay for servicing
352.0,True,360.0,3,No servicing required
229.0,True,889.0,1,Service required soon
569.0,False,886.0,2,Delay for servicing
758.0,True,771.0,1,Service required soon
100.0,False,372.0,3,No servicing required
691.0,True,723.0,1,Service required soon
577.0,True,808.0,1,Service required soon
176.0,True,843.0,2,Service required soon
159.0,True,695.0,4,No servicing required
62.0,True,580.0,3,No servicing required
762.0,False,883.0,2,Delay for servicing
74.0,False,689.0,3,Service required soon
587.0,True,832.0,4,Urgent Servicing Required
963.0,False,993.0,3,Ground
188.0,True,534.0,2,No servicing required
323.0,True,519.0,1,No servicing required
54.0,True,735.0,2,No servicing required
32.0,True,943.0,4,Urgent Servicing Required
73.0,True,700.0,4,No servicing required
89.0,True,777.0,1,No servicing required
38.0,False,580.0,2,No servicing required
107.0,True,546.0,2,No servicing required
103.0,True,557.0,2,No servicing required
346.0,True,648.0,3,No servicing required
720.0,False,969.0,1,Delay for servicing
273.0,False,915.0,1,Urgent Servicing Required
866.0,True,870.0,2,Urgent Servicing Required
237.0,True,380.0,2,Perfect
195.0,False,464.0,1,No servicing required
260.0,False,741.0,1,Service required soon
285.0,False,855.0,3,Urgent Servicing Required
277.0,True,929.0,3,Urgent Servicing Required
267.0,True,384.0,4,No servicing required
473.0,True,953.0,4,Delay for servicing
57.0,True,86.0,2,Perfect
159.0,True,321.0,3,Perfect
802.0,True,985.0,3,Delay for servicing
403.0,True,413.0,1,No servicing required
76.0,True,346.0,3,Perfect
566.0,False,750.0,2,Urgent Servicing Required
42.0,False,810.0,4,Urgent Servicing Required
111.0,True,731.0,1,No servicing required
23.0,True,353.0,2,Perfect
656.0,True,779.0,2,Service required soon
370.0,True,903.0,1,Urgent Servicing Required
168.0,True,715.0,2,No servicing required
510.0,False,914.0,4,Delay for servicing
27.0,True,457.0,3,No servicing required
244.0,True,644.0,2,No servicing required
227.0,True,344.0,1,Perfect
208.0,True,526.0,1,No servicing required
311.0,False,954.0,2,Delay for servicing
325.0,True,415.0,2,No servicing required
293.0,False,919.0,3,Delay for servicing
64.0,False,607.0,1,No servicing required
101.0,False,214.0,3,Perfect
232.0,True,364.0,4,No servicing required
217.0,True,695.0,3,No servicing required
699.0,False,702.0,3,Urgent Servicing Required
124.0,False,758.0,3,Service required soon
75.0,False,928.0,1,Urgent Servicing Required
99.0,True,115.0,4,Perfect
161.0,False,649.0,4,Service required soon
426.0,True,468.0,3,No servicing required
152.0,True,305.0,2,Perfect
109.0,True,967.0,4,Urgent Servicing Required
380.0,False,680.0,3,Service required soon
228.0,True,251.0,4,Perfect
118.0,True,301.0,2,Perfect
42.0,True,443.0,2,Perfect
92.0,False,657.0,3,Service required soon
206.0,True,492.0,3,No servicing required
114.0,True,808.0,4,Service required soon
121.0,True,712.0,4,No servicing required
2.0,True,99.0,4,Perfect
541.0,True,729.0,1,Service required soon
2.0,True,466.0,2,No servicing required
264.0,True,712.0,1,No servicing required
164.0,False,697.0,4,Service required soon
68.0,True,701.0,1,No servicing required
179.0,True,440.0,3,No servicing required
456.0,True,636.0,4,No servicing required
560.0,True,805.0,1,Service required soon
652.0,True,700.0,4,Service required soon
595.0,True,865.0,4,Urgent Servicing Required
77.0,True,361.0,4,Perfect
148.0,False,905.0,3,Delay for servicing
160.0,True,230.0,3,Perfect
627.0,True,982.0,1,Urgent Servicing Required
134.0,True,357.0,2,Perfect
462.0,True,691.0,1,No servicing required
721.0,True,792.0,3,Urgent Servicing Required
502.0,True,942.0,2,Urgent Servicing Required
310.0,True,745.0,2,No servicing required
735.0,False,821.0,2,Delay for servicing
445.0,True,988.0,2,Urgent Servicing Required
616.0,True,722.0,2,Service required soon
865.0,True,914.0,2,Delay for servicing
347.0,True,868.0,2,Service required soon
105.0,True,648.0,2,No servicing required
791.0,True,965.0,1,Delay for servicing
316.0,True,941.0,3,Urgent Servicing Required
717.0,True,963.0,4,Delay for servicing
895.0,False,909.0,1,Delay for servicing
496.0,True,925.0,3,Urgent Servicing Required
112.0,True,300.0,2,Perfect
618.0,False,739.0,2,Urgent Servicing Required
10.0,False,62.0,4,Perfect
714.0,False,846.0,2,Delay for servicing
189.0,False,713.0,1,Service required soon
393.0,True,971.0,1,Urgent Servicing Required
415.0,True,950.0,2,Urgent Servicing Required
139.0,False,859.0,4,Urgent Servicing Required
339.0,True,938.0,4,Urgent Servicing Required
65.0,True,741.0,2,No servicing required
434.0,False,507.0,4,No servicing required
124.0,False,976.0,4,Delay for servicing
59.0,True,548.0,3,No servicing required
499.0,False,851.0,3,Delay for servicing
399.0,True,459.0,1,No servicing required
128.0,True,157.0,3,Perfect
409.0,False,998.0,4,Delay for servicing
155.0,True,735.0,3,No servicing required
187.0,True,586.0,2,No servicing required
16.0,True,789.0,2,No servicing required
371.0,True,549.0,1,No servicing required
552.0,False,941.0,2,Delay for servicing
561.0,True,838.0,1,Service required soon
361.0,False,726.0,3,Urgent Servicing Required
306.0,True,613.0,3,No servicing required
187.0,True,363.0,3,Perfect
237.0,True,366.0,4,No servicing required
231.0,False,879.0,1,Urgent Servicing Required
122.0,True,698.0,1,No servicing required
357.0,True,933.0,3,Urgent Servicing Required
419.0,True,732.0,4,Service required soon
448.0,False,627.0,1,Service required soon
8.0,True,215.0,1,Perfect
414.0,True,527.0,4,No servicing required
176.0,False,626.0,3,Service required soon
256.0,True,560.0,3,No servicing required
220.0,True,835.0,2,Service required soon
10.0,True,731.0,2,No servicing required
244.0,True,866.0,2,Service required soon
553.0,True,850.0,4,Urgent Servicing Required
239.0,True,288.0,3,Perfect
946.0,False,997.0,4,Ground
376.0,False,647.0,1,Service required soon
315.0,True,578.0,3,No servicing required
187.0,False,473.0,4,No servicing required
354.0,False,468.0,4,No servicing required
80.0,True,497.0,4,No servicing required
23.0,False,185.0,2,Perfect
823.0,True,904.0,3,Delay for servicing
768.0,True,891.0,3,Urgent Servicing Required
362.0,True,691.0,2,No servicing required
553.0,False,679.0,4,Urgent Servicing Required
639.0,True,728.0,2,Service required soon
549.0,True,726.0,2,Service required soon
98.0,True,544.0,4,No servicing required
227.0,False,479.0,3,No servicing required
311.0,True,685.0,2,No servicing required
640.0,True,690.0,3,Service required soon
9.0,True,994.0,1,Service required soon
740.0,False,829.0,3,Delay for servicing
524.0,True,940.0,1,Urgent Servicing Required
690.0,True,693.0,4,Service required soon
417.0,True,601.0,2,No servicing required
97.0,True,282.0,3,Perfect
532.0,False,989.0,2,Delay for servicing
54.0,True,441.0,1,Perfect
178.0,True,293.0,4,Perfect
73.0,True,542.0,2,No servicing required
441.0,False,908.0,3,Delay for servicing
419.0,True,687.0,1,No servicing required
196.0,True,594.0,3,No servicing required
428.0,True,502.0,4,No servicing required
768.0,True,831.0,3,Urgent Servicing Required
370.0,True,832.0,2,Service required soon
654.0,False,770.0,1,Urgent Servicing Required
446.0,True,696.0,1,No servicing required
39.0,True,843.0,2,Service required soon
27.0,True,679.0,2,No servicing required
447.0,True,611.0,4,No servicing required
169.0,False,420.0,2,No servicing required
298.0,True,948.0,1,Urgent Servicing Required
337.0,True,749.0,2,No servicing required
205.0,True,775.0,1,Service required soon
224.0,True,261.0,1,Perfect
533.0,False,821.0,1,Urgent Servicing Required
312.0,True,571.0,1,No servicing required
87.0,False,128.0,1,Perfect
459.0,True,516.0,2,No servicing required
712.0,True,968.0,2,Delay for servicing
250.0,True,908.0,4,Urgent Servicing Required
754.0,False,862.0,3,Delay for servicing
92.0,True,493.0,1,No servicing required
129.0,True,944.0,3,Urgent Servicing Required
826.0,True,885.0,3,Delay for servicing
315.0,True,691.0,2,No servicing required
803.0,True,884.0,1,Urgent Servicing Required
265.0,False,945.0,1,Urgent Servicing Required
972.0,False,975.0,4,Ground
91.0,True,433.0,3,No servicing required
354.0,True,838.0,1,Service required soon
38.0,True,568.0,2,No servicing required
288.0,True,606.0,4,No servicing required
718.0,True,843.0,2,Urgent Servicing Required
273.0,True,511.0,1,No servicing required
205.0,True,316.0,3,Perfect
695.0,True,991.0,4,Delay for servicing
260.0,True,362.0,2,Perfect
332.0,False,450.0,1,No servicing required
224.0,False,840.0,1,Urgent Servicing Required
465.0,True,717.0,1,Service required soon
132.0,True,277.0,2,Perfect
345.0,True,516.0,2,No servicing required
306.0,True,502.0,3,No servicing required
40.0,True,638.0,1,No servicing required
336.0,True,686.0,2,No servicing required
587.0,False,668.0,3,Urgent Servicing Required
363.0,True,383.0,1,Perfect
127.0,False,409.0,4,No servicing required
73.0,False,560.0,2,No servicing required
276.0,False,668.0,2,Service required soon
301.0,True,396.0,2,Perfect
422.0,True,563.0,2,No servicing required
420.0,True,627.0,3,No servicing required
394.0,False,634.0,2,Service required soon
94.0,True,945.0,3,Urgent Servicing Required
82.0,True,591.0,2,No servicing required
370.0,False,670.0,1,Service required soon
701.0,False,756.0,1,Urgent Servicing Required
189.0,True,289.0,3,Perfect
13.0,True,958.0,2,Urgent Servicing Required
827.0,True,913.0,1,Delay for servicing
208.0,True,764.0,4,Service required soon
261.0,True,579.0,4,No servicing required
685.0,True,700.0,3,Service required soon
395.0,True,423.0,2,No servicing required
427.0,True,982.0,2,Urgent Servicing Required
498.0,True,664.0,2,No servicing required
122.0,True,266.0,4,Perfect
99.0,False,534.0,4,No servicing required
730.0,True,843.0,4,Urgent Servicing Required
105.0,False,743.0,3,Service required soon
849.0,True,877.0,3,Delay for servicing
140.0,True,502.0,4,No servicing required
183.0,True,678.0,2,No servicing required
339.0,True,641.0,4,No servicing required
379.0,False,908.0,4,Delay for servicing
137.0,False,795.0,3,Service required soon
209.0,False,708.0,2,Service required soon
68.0,True,422.0,2,Perfect
185.0,True,268.0,2,Perfect
290.0,True,479.0,1,No servicing required
89.0,True,491.0,3,No servicing required
384.0,True,654.0,4,Service required soon
99.0,True,562.0,2,No servicing required
881.0,True,903.0,3,Delay for servicing
781.0,True,878.0,4,Delay for servicing
46.0,True,581.0,2,No servicing required
330.0,False,771.0,4,Urgent Servicing Required
387.0,True,659.0,4,Service required soon
820.0,True,838.0,3,Urgent Servicing Required
410.0,True,610.0,1,No servicing required
489.0,True,549.0,1,No servicing required
829.0,True,877.0,1,Urgent Servicing Required
528.0,False,563.0,4,Service required soon
339.0,True,619.0,1,No servicing required
464.0,True,545.0,1,No servicing required
307.0,False,612.0,3,Service required soon
631.0,True,739.0,1,Service required soon
216.0,True,456.0,2,No servicing required
685.0,False,854.0,3,Delay for servicing
525.0,True,771.0,1,Service required soon
342.0,True,606.0,2,No servicing required
223.0,True,304.0,3,Perfect
475.0,True,757.0,1,Service required soon
445.0,True,538.0,4,No servicing required
129.0,True,453.0,2,No servicing required
265.0,False,618.0,2,Service required soon
69.0,True,526.0,1,No servicing required
750.0,False,762.0,1,Urgent Servicing Required
332.0,True,751.0,1,Service required soon
117.0,True,659.0,3,No servicing required
61.0,True,429.0,4,No servicing required
121.0,True,755.0,3,Service required soon
19.0,True,853.0,4,Service required soon
359.0,True,657.0,2,No servicing required
279.0,True,891.0,2,Service required soon
53.0,False,950.0,3,Delay for servicing
704.0,True,926.0,4,Delay for servicing
343.0,True,917.0,4,Urgent Servicing Required
190.0,True,923.0,1,Service required soon
265.0,False,715.0,2,Service required soon
304.0,True,315.0,2,Perfect
940.0,True,954.0,1,Delay for servicing
179.0,True,972.0,4,Urgent Servicing Required
75.0,True,629.0,1,No servicing required
71.0,True,731.0,2,No servicing required
62.0,True,197.0,3,Perfect
217.0,True,263.0,3,Perfect
4.0,True,420.0,4,No servicing required
435.0,True,874.0,4,Urgent Servicing Required
583.0,True,735.0,2,Service required soon
331.0,True,568.0,2,No servicing required
681.0,True,889.0,1,Urgent Servicing Required
32.0,True,857.0,2,Service required soon
422.0,True,645.0,4,No servicing required
494.0,False,543.0,2,No servicing required
312.0,False,604.0,2,Service required soon
12.0,False,122.0,3,Perfect
663.0,True,916.0,3,Delay for servicing
686.0,True,832.0,2,Urgent Servicing Required
666.0,True,761.0,4,Urgent Servicing Required
237.0,True,742.0,2,No servicing required
182.0,True,791.0,3,Service required soon
464.0,False,555.0,4,Service required soon
359.0,True,848.0,4,Urgent Servicing Required
371.0,False,624.0,4,Service required soon
285.0,True,658.0,4,No servicing required
637.0,True,686.0,3,Service required soon
175.0,True,340.0,2,Perfect
419.0,True,608.0,2,No servicing required
82.0,False,668.0,4,Service required soon
63.0,False,941.0,2,Urgent Servicing Required
178.0,False,210.0,3,Perfect
248.0,False,959.0,2,Delay for servicing
362.0,True,814.0,1,Service required soon
234.0,True,487.0,4,No servicing required
377.0,True,708.0,4,Service required soon
67.0,True,724.0,1,No servicing required
121.0,True,377.0,4,Perfect
818.0,True,923.0,2,Delay for servicing
16.0,True,416.0,3,Perfect
249.0,True,699.0,3,No servicing required
443.0,True,476.0,3,No servicing required
607.0,True,693.0,4,Service required soon
172.0,False,934.0,1,Urgent Servicing Required
547.0,True,833.0,1,Service required soon
668.0,True,765.0,2,Service required soon
175.0,True,762.0,3,Service required soon
50.0,False,88.0,2,Perfect
74.0,True,441.0,4,No servicing required
578.0,True,794.0,2,Service required soon
761.0,False,765.0,4,Delay for servicing
307.0,True,832.0,4,Service required soon
466.0,True,759.0,1,Service required soon
353.0,False,689.0,3,Service required soon
522.0,True,645.0,4,No servicing required
17.0,True,913.0,3,Service required soon
171.0,True,818.0,2,Service required soon
81.0,True,836.0,4,Service required soon
774.0,True,956.0,1,Delay for servicing
184.0,False,603.0,3,Service required soon
593.0,True,887.0,3,Urgent Servicing Required
191.0,True,442.0,2,No servicing required
111.0,True,415.0,1,Perfect
279.0,False,420.0,4,No servicing required
40.0,True,428.0,2,Perfect
46.0,True,911.0,2,Service required soon
401.0,True,695.0,1,No servicing required
71.0,False,417.0,4,No servicing required
406.0,True,506.0,1,No servicing required
326.0,True,355.0,2,Perfect
253.0,True,902.0,4,Urgent Servicing Required
173.0,False,636.0,1,No servicing required
700.0,True,779.0,3,Urgent Servicing Required
123.0,True,920.0,3,Urgent Servicing Required
418.0,True,644.0,3,No servicing required
526.0,False,925.0,3,Delay for servicing
71.0,False,359.0,3,No servicing required
192.0,False,512.0,2,No servicing required
460.0,False,480.0,3,No servicing required
149.0,True,752.0,1,No servicing required
62.0,False,854.0,1,Urgent Servicing Required
543.0,True,765.0,2,Service required soon
91.0,True,453.0,3,No servicing required
526.0,True,761.0,2,Service required soon
797.0,True,884.0,3,Urgent Servicing Required
372.0,True,607.0,1,No servicing required
642.0,True,702.0,4,Service required soon
798.0,True,902.0,1,Urgent Servicing Required
346.0,True,674.0,3,No servicing required
264.0,True,842.0,2,Service required soon
262.0,True,580.0,1,No servicing required
272.0,False,440.0,3,No servicing required
401.0,True,881.0,4,Urgent Servicing Required
306.0,True,436.0,1,No servicing required
874.0,False,895.0,1,Delay for servicing
759.0,False,876.0,1,Delay for servicing
631.0,True,710.0,1,Service required soon
141.0,False,719.0,1,Service required soon
469.0,False,549.0,2,No servicing required
31.0,True,445.0,3,Perfect
208.0,True,210.0,1,Perfect
760.0,True,927.0,1,Urgent Servicing Required
565.0,True,769.0,1,Service required soon
417.0,False,723.0,3,Urgent Servicing Required
86.0,True,280.0,2,Perfect
502.0,True,520.0,2,No servicing required
505.0,True,652.0,3,Service required soon
500.0,True,526.0,1,No servicing required
546.0,True,923.0,4,Urgent Servicing Required
291.0,True,316.0,1,Perfect
767.0,True,867.0,2,Urgent Servicing Required
762.0,True,944.0,4,Delay for servicing
126.0,True,413.0,2,Perfect
395.0,True,585.0,2,No servicing required
622.0,True,680.0,2,Service required soon
650.0,True,662.0,4,Service required soon
278.0,True,924.0,3,Urgent Servicing Required
95.0,True,434.0,2,Perfect
77.0,True,155.0,4,Perfect
238.0,False,522.0,1,No servicing required
756.0,True,781.0,2,Urgent Servicing Required
503.0,True,856.0,2,Urgent Servicing Required
776.0,True,975.0,3,Delay for servicing
546.0,True,819.0,3,Urgent Servicing Required
17.0,False,905.0,4,Urgent Servicing Required
569.0,True,741.0,4,Service required soon
568.0,False,731.0,1,Urgent Servicing Required
218.0,True,348.0,2,Perfect
108.0,True,543.0,3,No servicing required
732.0,False,909.0,2,Delay for servicing
56.0,True,991.0,4,Urgent Servicing Required
412.0,False,828.0,2,Urgent Servicing Required
68.0,False,366.0,4,No servicing required
8.0,True,288.0,1,Perfect
487.0,False,875.0,1,Urgent Servicing Required
355.0,False,743.0,3,Urgent Servicing Required
228.0,True,588.0,4,No servicing required
240.0,True,678.0,3,No servicing required
111.0,False,730.0,4,Service required soon
49.0,True,222.0,3,Perfect
193.0,True,547.0,2,No servicing required
881.0,False,925.0,4,Ground
625.0,False,983.0,1,Delay for servicing
74.0,True,566.0,2,No servicing required
530.0,True,655.0,4,Service required soon
525.0,False,619.0,3,Service required soon
502.0,True,775.0,1,Service required soon
151.0,False,504.0,1,No servicing required
18.0,True,783.0,3,No servicing required
559.0,True,838.0,3,Urgent Servicing Required
765.0,True,943.0,4,Delay for servicing
338.0,True,604.0,1,No servicing required
82.0,True,101.0,4,Perfect
49.0,False,250.0,1,Perfect
378.0,True,421.0,2,No servicing required
419.0,False,858.0,3,Delay for servicing
409.0,True,795.0,2,Service required soon
98.0,True,879.0,1,Service required soon
223.0,False,986.0,3,Delay for servicing
195.0,True,898.0,4,Urgent Servicing Required
